"node_id"	"sp_name"	"module"	"flow"	"diet.set"
529	"H_0533_Hymenoptera_Formica"	1	0.0015674	"predatory/parasitic"
541	"H_0546_Diptera_Cecidomyiidae"	2	0.0015674	"variable"
544	"H_0549_Diptera_Mycetophilidae"	4	0.0015674	"detritivorous"
552	"H_0557_Neuroptera_Neuroptera"	3	0.0015674	"unidentified"
565	"H_0571_Lepidoptera_Noctuidae"	1	0.0015674	"herbivorous"
574	"H_0585_Lepidoptera_Lepidoptera"	3	0.0015674	"unidentified"
578	"H_0590_Hymenoptera_Braconidae"	8	0.0015674	"predatory/parasitic"
579	"H_0591_Diptera_Lestodiplosis"	4	0.0015674	"variable"
593	"H_0608_Neuroptera_Neuroptera"	3	0.0015674	"unidentified"
594	"H_0609_Coleoptera_Coleoptera"	2	0.0015674	"unidentified"
597	"H_0612_Hymenoptera_Formica"	1	0.0015674	"predatory/parasitic"
601	"H_0617_Neuroptera_Mantispidae"	3	0.0015674	"predatory/parasitic"
604	"H_0620_Lepidoptera_Lepidoptera"	2	0.0015674	"unidentified"
619	"H_0639_Hymenoptera_Hymenoptera"	13	0.0015674	"unidentified"
628	"H_0651_Hymenoptera_Formica"	1	0.00470219	"predatory/parasitic"
639	"H_0663_Lepidoptera_Pyralidae"	1	0.0015674	"herbivorous"
641	"H_0665_Diptera_Cecidomyiidae"	3	0.0015674	"variable"
644	"H_0668_Diptera_Chironomidae"	6	0.0015674	"detritivorous"
659	"H_0684_Coleoptera_Coleoptera"	2	0.0015674	"unidentified"
670	"H_0698_Diptera_Lestodiplosis"	3	0.0015674	"variable"
675	"H_0707_Diptera_Diptera"	4	0.0031348	"unidentified"
681	"H_0713_Strepsiptera_Halictophagidae"	8	0.0015674	"predatory/parasitic"
693	"H_0725_Hymenoptera_Ceratobaeus"	7	0.0015674	"predatory/parasitic"
698	"H_0730_Diptera_Cecidomyiidae"	2	0.0015674	"variable"
712	"H_0747_Hymenoptera_Formica"	1	0.0031348	"predatory/parasitic"
726	"H_0763_Hymenoptera_Formica.cunicularia"	1	0.0031348	"predatory/parasitic"
735	"H_0777_Lepidoptera_Noctuidae"	1	0.00470219	"herbivorous"
752	"H_0799_Hemiptera_Aphididae"	4	0.0015674	"herbivorous"
761	"H_0808_Diptera_Cecidomyiidae"	2	0.0015674	"variable"
770	"H_0819_Hymenoptera_Ceraphron"	4	0.0015674	"predatory/parasitic"
771	"H_0820_Hemiptera_Coreidae"	3	0.00470219	"herbivorous"
790	"H_0841_Hemiptera_Bemisia"	2	0.0015674	"herbivorous"
793	"H_0844_Hymenoptera_Formica"	1	0.0015674	"predatory/parasitic"
820	"H_0878_Hymenoptera_Formica"	1	0.00470219	"predatory/parasitic"
834	"H_0895_Lepidoptera_Lepidoptera"	2	0.0015674	"unidentified"
837	"H_0898_Hemiptera_Aphididae"	3	0.0015674	"herbivorous"
873	"H_0939_Hemiptera_Hemiptera"	1	0.0015674	"unidentified"
875	"H_0941_Hymenoptera_Formica"	1	0.0031348	"predatory/parasitic"
887	"H_0954_Hymenoptera_Ceraphron"	2	0.0015674	"predatory/parasitic"
894	"H_0962_Diptera_Diptera"	3	0.0031348	"unidentified"
938	"H_1018_Hymenoptera_Formica"	1	0.0015674	"predatory/parasitic"
947	"H_1031_Lepidoptera_Lepidoptera"	9	0.0015674	"unidentified"
965	"H_1053_Coleoptera_Coleoptera"	5	0.0015674	"unidentified"
969	"H_1057_Lepidoptera_Lepidoptera"	1	0.0015674	"unidentified"
986	"H_1080_Hymenoptera_Formica.cunicularia"	1	0.0031348	"predatory/parasitic"
990	"H_1084_Hymenoptera_Formica"	1	0.0015674	"predatory/parasitic"
1000	"H_1097_Hymenoptera_Formica"	1	0.0015674	"predatory/parasitic"
1002	"H_1099_Hemiptera_Cicadellidae"	1	0.0015674	"herbivorous"
1016	"H_1119_Hymenoptera_Formica"	1	0.0015674	"predatory/parasitic"
1031	"H_1142_Hymenoptera_Formica"	1	0.0015674	"predatory/parasitic"
1035	"H_1146_Hymenoptera_Formica"	1	0.0015674	"predatory/parasitic"
1055	"H_1167_Hymenoptera_Formica"	1	0.0015674	"predatory/parasitic"
1061	"H_1173_Hymenoptera_Formica"	1	0.0015674	"predatory/parasitic"
1085	"H_1204_Diptera_Megaselia"	10	0.0015674	"variable"
1094	"H_1214_Neuroptera_Neuroptera"	3	0.0015674	"unidentified"
